"Draw","chain","par","value","parameter","Behavior","Animal","Track","step","Previous_State"
153,2,"alpha[2]",0.181778327324173,"alpha","Foraging->Traveling",NA,NA,NA,0
154,2,"alpha[2]",0.215592268302555,"alpha","Foraging->Traveling",NA,NA,NA,0
155,2,"alpha[2]",0.071110236044986,"alpha","Foraging->Traveling",NA,NA,NA,0
156,2,"alpha[2]",0.00888062605198667,"alpha","Foraging->Traveling",NA,NA,NA,0
157,2,"alpha[2]",0.201767232836715,"alpha","Foraging->Traveling",NA,NA,NA,0
158,2,"alpha[2]",0.0877204402940693,"alpha","Foraging->Traveling",NA,NA,NA,0
159,2,"alpha[2]",0.0859326401049784,"alpha","Foraging->Traveling",NA,NA,NA,0
160,2,"alpha[2]",0.528335125770913,"alpha","Foraging->Traveling",NA,NA,NA,0
161,2,"alpha[2]",0.320155094043243,"alpha","Foraging->Traveling",NA,NA,NA,0
162,2,"alpha[2]",0.246728836095862,"alpha","Foraging->Traveling",NA,NA,NA,0
163,2,"alpha[2]",0.104162396748547,"alpha","Foraging->Traveling",NA,NA,NA,0
164,2,"alpha[2]",0.252451920668973,"alpha","Foraging->Traveling",NA,NA,NA,0
165,2,"alpha[2]",0.237011954594143,"alpha","Foraging->Traveling",NA,NA,NA,0
166,2,"alpha[2]",0.241006206307356,"alpha","Foraging->Traveling",NA,NA,NA,0
167,2,"alpha[2]",0.0481928354381945,"alpha","Foraging->Traveling",NA,NA,NA,0
168,2,"alpha[2]",0.0707467062281608,"alpha","Foraging->Traveling",NA,NA,NA,0
169,2,"alpha[2]",0.16344382041648,"alpha","Foraging->Traveling",NA,NA,NA,0
170,2,"alpha[2]",0.00914088123047295,"alpha","Foraging->Traveling",NA,NA,NA,0
171,2,"alpha[2]",0.00782421761880536,"alpha","Foraging->Traveling",NA,NA,NA,0
172,2,"alpha[2]",0.00793562864671863,"alpha","Foraging->Traveling",NA,NA,NA,0
173,2,"alpha[2]",0.00429256988981152,"alpha","Foraging->Traveling",NA,NA,NA,0
174,2,"alpha[2]",0.0553227279090731,"alpha","Foraging->Traveling",NA,NA,NA,0
175,2,"alpha[2]",0.0694982176866985,"alpha","Foraging->Traveling",NA,NA,NA,0
176,2,"alpha[2]",0.0582581056943618,"alpha","Foraging->Traveling",NA,NA,NA,0
177,2,"alpha[2]",0.160600573778236,"alpha","Foraging->Traveling",NA,NA,NA,0
178,2,"alpha[2]",0.160894157043337,"alpha","Foraging->Traveling",NA,NA,NA,0
179,2,"alpha[2]",0.09563508514513,"alpha","Foraging->Traveling",NA,NA,NA,0
180,2,"alpha[2]",0.13283011975401,"alpha","Foraging->Traveling",NA,NA,NA,0
181,2,"alpha[2]",0.112478476240487,"alpha","Foraging->Traveling",NA,NA,NA,0
182,2,"alpha[2]",0.0682500617540089,"alpha","Foraging->Traveling",NA,NA,NA,0
183,2,"alpha[2]",0.0196746867148439,"alpha","Foraging->Traveling",NA,NA,NA,0
184,2,"alpha[2]",0.123818920856315,"alpha","Foraging->Traveling",NA,NA,NA,0
185,2,"alpha[2]",0.244988711354864,"alpha","Foraging->Traveling",NA,NA,NA,0
186,2,"alpha[2]",0.251029033807041,"alpha","Foraging->Traveling",NA,NA,NA,0
187,2,"alpha[2]",0.20898384317302,"alpha","Foraging->Traveling",NA,NA,NA,0
188,2,"alpha[2]",0.0815744874590447,"alpha","Foraging->Traveling",NA,NA,NA,0
189,2,"alpha[2]",0.11735506562218,"alpha","Foraging->Traveling",NA,NA,NA,0
190,2,"alpha[2]",0.17354809314241,"alpha","Foraging->Traveling",NA,NA,NA,0
191,2,"alpha[2]",0.188029878595279,"alpha","Foraging->Traveling",NA,NA,NA,0
192,2,"alpha[2]",0.0408084986024836,"alpha","Foraging->Traveling",NA,NA,NA,0
193,2,"alpha[2]",0.00446740992212843,"alpha","Foraging->Traveling",NA,NA,NA,0
194,2,"alpha[2]",0.182328139409149,"alpha","Foraging->Traveling",NA,NA,NA,0
195,2,"alpha[2]",0.198818314217366,"alpha","Foraging->Traveling",NA,NA,NA,0
196,2,"alpha[2]",0.163628828490737,"alpha","Foraging->Traveling",NA,NA,NA,0
197,2,"alpha[2]",0.0600285046985894,"alpha","Foraging->Traveling",NA,NA,NA,0
198,2,"alpha[2]",0.181479041104529,"alpha","Foraging->Traveling",NA,NA,NA,0
199,2,"alpha[2]",0.00247072929330694,"alpha","Foraging->Traveling",NA,NA,NA,0
200,2,"alpha[2]",0.00194207448086427,"alpha","Foraging->Traveling",NA,NA,NA,0
201,2,"alpha[2]",0.0735283643133663,"alpha","Foraging->Traveling",NA,NA,NA,0
202,2,"alpha[2]",0.0574745752611061,"alpha","Foraging->Traveling",NA,NA,NA,0
203,2,"alpha[2]",0.185922233187271,"alpha","Foraging->Traveling",NA,NA,NA,0
204,2,"alpha[2]",0.0169905957551011,"alpha","Foraging->Traveling",NA,NA,NA,0
205,2,"alpha[2]",0.0416537970893166,"alpha","Foraging->Traveling",NA,NA,NA,0
206,2,"alpha[2]",0.0695313724368257,"alpha","Foraging->Traveling",NA,NA,NA,0
207,2,"alpha[2]",0.275374225522696,"alpha","Foraging->Traveling",NA,NA,NA,0
208,2,"alpha[2]",0.223934986987183,"alpha","Foraging->Traveling",NA,NA,NA,0
209,2,"alpha[2]",0.385851640463215,"alpha","Foraging->Traveling",NA,NA,NA,0
210,2,"alpha[2]",0.185889374528565,"alpha","Foraging->Traveling",NA,NA,NA,0
211,2,"alpha[2]",0.214968462216454,"alpha","Foraging->Traveling",NA,NA,NA,0
212,2,"alpha[2]",0.451011719530262,"alpha","Foraging->Traveling",NA,NA,NA,0
213,2,"alpha[2]",0.511659777538992,"alpha","Foraging->Traveling",NA,NA,NA,0
214,2,"alpha[2]",0.231105312905897,"alpha","Foraging->Traveling",NA,NA,NA,0
215,2,"alpha[2]",0.169436509260467,"alpha","Foraging->Traveling",NA,NA,NA,0
216,2,"alpha[2]",0.0111860340837262,"alpha","Foraging->Traveling",NA,NA,NA,0
217,2,"alpha[2]",0.156209459698866,"alpha","Foraging->Traveling",NA,NA,NA,0
218,2,"alpha[2]",0.332393609688161,"alpha","Foraging->Traveling",NA,NA,NA,0
219,2,"alpha[2]",0.156506990164696,"alpha","Foraging->Traveling",NA,NA,NA,0
220,2,"alpha[2]",0.300123539671438,"alpha","Foraging->Traveling",NA,NA,NA,0
221,2,"alpha[2]",0.173388750997983,"alpha","Foraging->Traveling",NA,NA,NA,0
222,2,"alpha[2]",0.176231371814327,"alpha","Foraging->Traveling",NA,NA,NA,0
223,2,"alpha[2]",0.132435466193277,"alpha","Foraging->Traveling",NA,NA,NA,0
224,2,"alpha[2]",0.0583149130699951,"alpha","Foraging->Traveling",NA,NA,NA,0
225,2,"alpha[2]",0.140712685233538,"alpha","Foraging->Traveling",NA,NA,NA,0
226,2,"alpha[2]",0.289502587446407,"alpha","Foraging->Traveling",NA,NA,NA,0
227,2,"alpha[2]",0.0826902598549039,"alpha","Foraging->Traveling",NA,NA,NA,0
228,2,"alpha[2]",0.232095144485695,"alpha","Foraging->Traveling",NA,NA,NA,0
229,2,"alpha[2]",0.156511503510792,"alpha","Foraging->Traveling",NA,NA,NA,0
230,2,"alpha[2]",0.0755515230137666,"alpha","Foraging->Traveling",NA,NA,NA,0
231,2,"alpha[2]",0.120984681400764,"alpha","Foraging->Traveling",NA,NA,NA,0
232,2,"alpha[2]",0.27802379258389,"alpha","Foraging->Traveling",NA,NA,NA,0
233,2,"alpha[2]",0.0706003272471767,"alpha","Foraging->Traveling",NA,NA,NA,0
234,2,"alpha[2]",0.449277555338665,"alpha","Foraging->Traveling",NA,NA,NA,0
235,2,"alpha[2]",0.560786922696585,"alpha","Foraging->Traveling",NA,NA,NA,0
236,2,"alpha[2]",0.280174994303609,"alpha","Foraging->Traveling",NA,NA,NA,0
237,2,"alpha[2]",0.148513711007097,"alpha","Foraging->Traveling",NA,NA,NA,0
238,2,"alpha[2]",0.105953421330439,"alpha","Foraging->Traveling",NA,NA,NA,0
239,2,"alpha[2]",0.0591354080214997,"alpha","Foraging->Traveling",NA,NA,NA,0
240,2,"alpha[2]",0.0177139773087638,"alpha","Foraging->Traveling",NA,NA,NA,0
241,2,"alpha[2]",0.188274369962904,"alpha","Foraging->Traveling",NA,NA,NA,0
242,2,"alpha[2]",0.105168861921204,"alpha","Foraging->Traveling",NA,NA,NA,0
243,2,"alpha[2]",0.175823088255261,"alpha","Foraging->Traveling",NA,NA,NA,0
244,2,"alpha[2]",0.3995225111207,"alpha","Foraging->Traveling",NA,NA,NA,0
245,2,"alpha[2]",0.248217709912069,"alpha","Foraging->Traveling",NA,NA,NA,0
246,2,"alpha[2]",0.221421455481502,"alpha","Foraging->Traveling",NA,NA,NA,0
247,2,"alpha[2]",0.347916961195956,"alpha","Foraging->Traveling",NA,NA,NA,0
248,2,"alpha[2]",0.0127924482475875,"alpha","Foraging->Traveling",NA,NA,NA,0
249,2,"alpha[2]",0.0306988510340751,"alpha","Foraging->Traveling",NA,NA,NA,0
250,2,"alpha[2]",0.00981980182266088,"alpha","Foraging->Traveling",NA,NA,NA,0
